listing.dropdown.destroy,Destroy,,,,,,اتلاف,,,,,,,,,,,,Uništi,,,,,,,,彻底删除,,,,Zničit,,Vernietigen,,,,,,,Supprimer définitivement,,,,,,Vernichten,,,,,,,,,,,,,,,,,,,,Distruggi,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fjern,,,,,Usuń (trwale),Destruir,Destruir,,,,,Уничтожить,,,,,,,,,,,,,,Uniči,,Destruir,,,,,,,,,,,,,,Tamamen Sil,,,,Знищити,,,,,,,,,,,,
listing.dropdown.duplicate,Duplicate,,,,,,نسخ,,,,,,,,,,,,Kloniraj,,,,,,,,复制,,,,Duplikovat,,Dupliceren,,,,,,,Dupliquer,,,,,,Duplizieren,,,,,,,,,,,,,,,,,,,,Duplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dupliser,,,,,Zduplikuj,Duplicar,Duplicar,,,,,Дублировать,,,,,,,,,,,,,,Podvoji,,Duplicar,,,,,,,,,,,,,,Çoğalt,,,,Дублювати,,,,,,,,,,,,
listing.dropdown.edit,Edit,,,,,,تعديل,,,,,,,,,,,,Uredi,,,,,,,,编辑,,,,Editovat,,Bewerken,,,,,,,Modifier,,,,,,Bearbeiten,,,,,,,,,,,,,,,,,,,,Modifica,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rediger,,,,,Edytuj,Editar,Editar,,,,,Изменить,,,,,,,,,,,,,,Uredi,,Editar,,,,,,,,,,,,,,Düzenle,,,,Змінити,,,,,,,,,,,,
listing.dropdown.publish,Publish,,,,,,نشر,,,,,,,,,,,,Objavi,,,,,,,,发布,,,,Publish,,Publiceren,,,,,,,Publier,,,,,,Veröffentlichen,,,,,,,,,,,,,,,,,,,,Pubblica,,,,,,,,,,,,,,,,,,,,,,,,,,,,Publiser,,,,,Opublikuj,Publicar,Publicar,,,,,Опубликовать,,,,,,,,,,,,,,Objavi,,Publicar,,,,,,,,,,,,,,Yayınla,,,,Опублікувати,,,,,,,,,,,,
listing.dropdown.feature,Feature,,,,,,مميز,,,,,,,,,,,,Istakni,,,,,,,,特别展示,,,,Feature,,Markeren,,,,,,,Mettre en avant,,,,,,Hervorheben,,,,,,,,,,,,,,,,,,,,Metti in primo piano,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fremhev,,,,,Wyróżnij,Realçar,Realçar,,,,,Выделить,,,,,,,,,,,,,,Izpostavi,,Destacar,,,,,,,,,,,,,,Öne Çıkar,,,,Виділити,,,,,,,,,,,,
listing.dropdown.restore,Restore,,,,,,استرجاع,,,,,,,,,,,,Obnovi,,,,,,,,恢复,,,,Obnovit,,Herstellen,,,,,,,Restaurer,,,,,,Wiederherstellen,,,,,,,,,,,,,,,,,,,,Ripristina,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gjenopprett,,,,,Przyrwóć,Restaurar,Restaurar,,,,,Восстановить,,,,,,,,,,,,,,Obnovi,,Restaurar,,,,,,,,,,,,,,Kurtar,,,,Відновити,,,,,,,,,,,,
listing.dropdown.unfeature,Unfeature,,,,,,غير مميز,,,,,,,,,,,,Nemoj istaknuti,,,,,,,,取消特别展示,,,,Odebrat z doporučených,,Demarkeren,,,,,,,Ne plus mettre en avant,,,,,,Hervorhebung aufheben,,,,,,,,,,,,,,,,,,,,Non mettere in primo piano,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fjern fremheving,,,,,Unfeature,Remover realce,Remover realce,,,,,Убрать с выделенных,,,,,,,,,,,,,,Ne izpostavi,,Unfeature,,,,,,,,,,,,,,Öne Çıkarma,,,,Прибрати з виділених,,,,,,,,,,,,
listing.dropdown.unpublish,Unpublish,,,,,,غير منشور,,,,,,,,,,,,Nemoj objaviti,,,,,,,,取消发布,,,,Vzít zpět publikování,,Depubliceren,,,,,,,Dépublier,,,,,,Veröffentlichung aufheben,,,,,,,,,,,,,,,,,,,,Rimuovi dalla pubblicazione,,,,,,,,,,,,,,,,,,,,,,,,,,,,Avpubliser,,,,,Cofnij publikację,Despublicar,Despublicar,,,,,Отменить публикацию,,,,,,,,,,,,,,Prekliči objavo,,Despublicar,,,,,,,,,,,,,,Yayından Kaldır,,,,Скасувати публікацію,,,,,,,,,,,,
listing.filter.no,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nee,,,,,,,,,,,,,Nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Não,Não,,,,,,,,,,,,,,,,,,,Ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
listing.filter.yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,Ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,Sim,,,,,,,,,,,,,,,,,,,Da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
listing.filters.all-label,All :label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alle :label,,,,,,,,,,,,,Alle :label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Todos :etiqueta,Todos :etiqueta,,,,,,,,,,,,,,,,,,,Vse :label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
listing.filter.all-items,All items,,,,,,جميع العناصر,,,,,,,,,,,,Sve stvari,,,,,,,,全部,,,,Všechny položky,,Alle items,,,,,,,Tous,,,,,,Alle,,,,,,,,,,,,,,,,,,,,Tutti gli elementi,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alle elementer,,,,,Wszystko,Tdos os itens,Tdos os itens,,,,,Все,,,,,,,,,,,,,,Vsi predmeti,,Todos,,,,,,,,,,,,,,Tüm İçerikler,,,,Всі,,,,,,,,,,,,
listing.filter.draft,Draft,,,,,,مسودة,,,,,,,,,,,,Primjer,,,,,,,,草稿,,,,Koncepty,,Concept,,,,,,,Brouillons,,,,,,Entwürfe,,,,,,,,,,,,,,,,,,,,Bozze,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kladd,,,,,Wersje robocze,Rascunho,Rascunho,,,,,Черновики,,,,,,,,,,,,,,Osnutek,,Borradores,,,,,,,,,,,,,,Taslak,,,,Чернетки,,,,,,,,,,,,
listing.filter.mine,Mine,,,,,,الخاص بي,,,,,,,,,,,,Moje,,,,,,,,我的,,,,Moje,,Van mij,,,,,,,Mes contenus,,,,,,Meine,,,,,,,,,,,,,,,,,,,,I miei contenuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mine,,,,,Dodane przeze mnie,Meus,Meus,,,,,Мои,,,,,,,,,,,,,,Moje,,Mios,,,,,,,,,,,,,,Benim Eklediklerim,,,,Мої,,,,,,,,,,,,
listing.filter.published,Published,,,,,,تم نشره,,,,,,,,,,,,Objavljeno,,,,,,,,已发布,,,,Publikované,,Gepubliceerd,,,,,,,Publié,,,,,,Veröffentlicht,,,,,,,,,,,,,,,,,,,,Pubblicati,,,,,,,,,,,,,,,,,,,,,,,,,,,,Publisert,,,,,Opublikowane,Publicado,Publicado,,,,,Опубликованные,,,,,,,,,,,,,,Objavljeno,,Publicados,,,,,,,,,,,,,,Yayınlanan,,,,Опубліковані,,,,,,,,,,,,
listing.filter.trash,Trash,,,,,,المهملات,,,,,,,,,,,,Smeće,,,,,,,,垃圾箱,,,,Koš,,Prullenbak,,,,,,,Corbeille,,,,,,Papierkorb,,,,,,,,,,,,,,,,,,,,Cestino,,,,,,,,,,,,,,,,,,,,,,,,,,,,Søppel,,,,,Kosz,Lixeira,Lixeira,,,,,Удаленные,,,,,,,,,,,,,,Smeti,,Borrados,,,,,,,,,,,,,,Çöp,,,,Видалені,,,,,,,,,,,,
listing.languages,Languages,,,,,,اللغات,,,,,,,,,,,,Jezici,,,,,,,,语言,,,,Jazyky,,Talen,,,,,,,Langues,,,,,,Sprachen,,,,,,,,,,,,,,,,,,,,Lingue,,,,,,,,,,,,,,,,,,,,,,,,,,,,Språk,,,,,Języki,Idiomas,Idiomas,,,,,Языки,,,,,,,,,,,,,,Jeziki,,Idiomas,,,,,,,,,,,,,,Diller,,,,Мови,,,,,,,,,,,,
listing.listing-empty-message,There is no item here yet.,,,,,,لا يوجد اي عنصر هنا الى الان,,,,,,,,,,,,Ovdje se još ništa ne nalazi.,,,,,,,,没有内容,,,,Není zde zatím žádná položka.,,Er is nog geen item hier.,,,,,,,Il n’y a aucun contenu pour le moment.,,,,,,Noch keine Einträge vorhanden.,,,,,,,,,,,,,,,,,,,,Non è presente alcun elemento.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Det er ingen elementer her ennå.,,,,,Nie dodano tutaj jeszcze żadnych rzeczy.,Esta lista ainda está vazia.,Esta lista ainda está vazia.,,,,,Ничего нет.,,,,,,,,,,,,,,Tukaj še ni predmeta.,,No hay registros para mostrar.,,,,,,,,,,,,,,Henüz İçerik Eklenmemiş,,,,Нічого немає.,,,,,,,,,,,,
listing.paginate.rows-per-page,Rows per page:,,,,,,الاسطر في كل صفحة,,,,,,,,,,,,Redova po stranici:,,,,,,,,每页行数：,,,,Řádků na stránku:,,Rijen per pagina:,,,,,,,Lignes par page:,,,,,,Einträge pro Seite:,,,,,,,,,,,,,,,,,,,,Righe per pagina:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wierszy na stronę:,Linhas por página:,Linhas por página:,,,,,Строк на странице:,,,,,,,,,,,,,,Vrstic na stran:,,,,,,,,,,,,,,,,Sayfa Başına Gösterilecek İçerik:,,,,Рядків на сторінці:,,,,,,,,,,,,
main.create,Create,,,,,,انشاء,,,,,,,,,,,,Kreiraj,,,,,,,,创建,,,,Vytvořit,,Aanmaken,,,,,,,Créer,,,,,,Erstellen,,,,,,,,,,,,,,,,,,,,Crea,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opprett,,,,,Utwórz,Criar,Criar,,,,,Создать,,,,,,,,,,,,,,Ustvari,,Crear,,,,,,,,,,,,,,Oluştur,,,,Створити,,,,,,,,,,,,
main.draft,Draft,,,,,,مسودة,,,,,,,,,,,,Primjer,,,,,,,,草稿,,,,Koncept,,Concept,,,,,,,Brouillon,,,,,,Entwurf,,,,,,,,,,,,,,,,,,,,Bozza,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kladd,,,,,Wersja robocza,Rascunho,Rascunho,,,,,Черновик,,,,,,,,,,,,,,Osnutek,,Borrador,,,,,,,,,,,,,,Taslak,,,,Чернетка,,,,,,,,,,,,
main.published,Live,,,,,,نشط,,,,,,,,,,,,Uživo,,,,,,,,已发布,,,,Publikováno,,Live,,,,,,,Publié,,,,,,Veröffentlicht,,,,,,,,,,,,,,,,,,,,Pubblicato,,,,,,,,,,,,,,,,,,,,,,,,,,,,Publisert,,,,,Opublikowany,No ar,No ar,,,,,Опубликован,,,,,,,,,,,,,,V živo,,Live,,,,,,,,,,,,,,Canlı,,,,Опублікований,,,,,,,,,,,,
main.title,Title,,,,,,العنوان,,,,,,,,,,,,Naslov,,,,,,,,标题,,,,Nadpis,,Titel,,,,,,,Titre,,,,,,Titel,,,,,,,,,,,,,,,,,,,,Titolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tittel,,,,,Tytuł,Título,Título,,,,,Заголовок,,,,,,,,,,,,,,Naslov,,Título,,,,,,,,,,,,,,Başlık,,,,Заголовок,,,,,,,,,,,,
main.update,Update,,,,,,تعديل,,,,,,,,,,,,Ažuriranje,,,,,,,,更新,,,,Aktualizovat,,Bijwerken,,,,,,,Mettre à jour,,,,,,Aktualisieren,,,,,,,,,,,,,,,,,,,,Aggiorna,,,,,,,,,,,,,,,,,,,,,,,,,,,,Endre,,,,,Zapisz,Atualizar,Atualizar,,,,,Обновить,,,,,,,,,,,,,,Posodobi,,Actualizar,,,,,,,,,,,,,,Güncelle,,,,Оновити,,,,,,,,,,,,
media-library.files,Files,,,,,,الملفات,,,,,,,,,,,,Fajlovi,,,,,,,,文件,,,,Soubory,,Bestanden,,,,,,,Fichiers,,,,,,Dateien,,,,,,,,,,,,,,,,,,,,Documenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filer,,,,,Pliki,Ficheiros,Arquivos,,,,,Файлы,,,,,,,,,,,,,,Datoteke,,Archivos,,,,,,,,,,,,,,Dosyalar,,,,Файли,,,,,,,,,,,,
media-library.filter-select-label,Filter by tag,,,,,,فلتر عن طريق الوسم,,,,,,,,,,,,Filtriraj po tagovima,,,,,,,,以标签进行筛选,,,,Filtrovat podle štítku,,Op tags filteren,,,,,,,Filtrer par tag,,,,,,Nach Tags filtern,,,,,,,,,,,,,,,,,,,,Filtra per tag,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filtrer etter tag,,,,,Filtruj według tagów,Fitrar por tag,Fitrar por tag,,,,,Фильтровать по тегу,,,,,,,,,,,,,,Filtriraj po oznaki,,Filtrar por etiqueta,,,,,,,,,,,,,,Etikete İle Filtrele,,,,Фільтрувати по тегу,,,,,,,,,,,,
media-library.images,Images,,,,,,الصور,,,,,,,,,,,,Slike,,,,,,,,图片,,,,Obrázku,,Afbeeldingen,,,,,,,Images,,,,,,Bilder,,,,,,,,,,,,,,,,,,,,Immagini,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bilder,,,,,Obrazy,Imagens,Imagens,,,,,Изображения,,,,,,,,,,,,,,Slike,,Imágenes,,,,,,,,,,,,,,Görseller,,,,Зображення,,,,,,,,,,,,
media-library.insert,Insert,,,,,,ادخال,,,,,,,,,,,,Umetni,,,,,,,,插入,,,,Vložit,,Invoegen,,,,,,,Insérer,,,,,,Einfügen:,,,,,,,,,,,,,,,,,,,,Inserisci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wstaw,Inserir,Inserir,,,,,,,,,,,,,,,,,,,Vstavi,,,,,,,,,,,,,,,,Ekle,,,,Вставити,,,,,,,,,,,,
media-library.sidebar.alt-text,Alt text,,,,,,جميع النص,,,,,,,,,,,,Alternativni text,,,,,,,,替代文字,,,,Alternativní text,,Alt tekst,,,,,,,Texte alternatif,,,,,,Alternativtext,,,,,,,,,,,,,,,,,,,,Testo alternativo,,,,,,,,,,,,,,,,,,,,,,,,,,,,alt tekst,,,,,Tekst alternatywny,Alt text,Alt text,,,,,Alt,,,,,,,,,,,,,,Alt besedilo,,,,,,,,,,,,,,,,Alt Metni,,,,Alt,,,,,,,,,,,,
media-library.sidebar.caption,Caption,,,,,,التسمية التوضيحية,,,,,,,,,,,,Natpis,,,,,,,,描述,,,,Popisek,,Bijschrift,,,,,,,Légende,,,,,,Bildunterschrift,,,,,,,,,,,,,,,,,,,,Didascalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bildetekst,,,,,Podpis,Legenda,Legenda,,,,,,,,,,,,,,,,,,,Napis,,,,,,,,,,,,,,,,Altyazı,,,,Заголовок,,,,,,,,,,,,
media-library.sidebar.clear,Clear,,,,,,ازالة,,,,,,,,,,,,Očisti,,,,,,,,清除,,,,Vymazat,,Leegmaken,,,,,,,Annuler,,,,,,Zurücksetzen,,,,,,,,,,,,,,,,,,,,Pulisci,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tøm,,,,,Wyczyść wybór,Limpar,Limpar,,,,,Снять выделение,,,,,,,,,,,,,,Počisti,,Limpiar,,,,,,,,,,,,,,Temizle,,,,Зняти виділення,,,,,,,,,,,,
media-library.sidebar.dimensions,Dimensions,,,,,,الابعاد,,,,,,,,,,,,Dimenzije,,,,,,,,尺寸,,,,Rozměry,,Dimensies,,,,,,,Dimensions,,,,,,Format,,,,,,,,,,,,,,,,,,,,Dimensioni,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dimensjoner,,,,,Wymiary,Dimensões,Dimensões,,,,,Уровни,,,,,,,,,,,,,,Dimenzije,,Dimensiones,,,,,,,,,,,,,,Ölçüler,,,,Рівні,,,,,,,,,,,,
media-library.sidebar.empty-text,No file selected,,,,,,لا يوجد ملف محدد,,,,,,,,,,,,Nema odabranog fajla,,,,,,,,没有选中文件,,,,Nebyl vybrán žádný soubor,,Geen bestand geselecteerd,,,,,,,Aucun fichier sélectionné,,,,,,Keine Datei ausgewählt,,,,,,,,,,,,,,,,,,,,Nessun file selezionato,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ingen fil valgt,,,,,Nie wybrano żadnego pliku,Nenhum ficheiro selecionado,Nenhum arquivo selecionado,,,,,Файлы не выделены,,,,,,,,,,,,,,Ni izbrane datoteke,,Ningún archivo seleccionado,,,,,,,,,,,,,,Dosya Seçilmedi,,,,Файли не виділені,,,,,,,,,,,,
media-library.sidebar.files-selected,files selected,,,,,,الملفات المحددة,,,,,,,,,,,,fajlovi odabrani,,,,,,,,已选中文件,,,,vybraných souborů,,bestanden geselecteerd,,,,,,,fichiers sélectionnés,,,,,,Dateien ausgewählt,,,,,,,,,,,,,,,,,,,,file selezionati,,,,,,,,,,,,,,,,,,,,,,,,,,,,filer valgt,,,,,pliki wybrano,ficheiros selecionados,arquivos selecionados,,,,,файлов выделено,,,,,,,,,,,,,,izbranih datotek,,archivos seleccionados,,,,,,,,,,,,,,Seçilen Dosya,,,,файлів виділено,,,,,,,,,,,,
media-library.sidebar.tags,Tags,,,,,,الوسوم,,,,,,,,,,,,Tagovi,,,,,,,,标签,,,,Štítky,,Tags,,,,,,,Tags,,,,,,Tags,,,,,,,,,,,,,,,,,,,,Tag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tagi,Tags,Tags,,,,,Теги,,,,,,,,,,,,,,Oznake,,,,,,,,,,,,,,,,Etiketler,,,,Теги,,,,,,,,,,,,
media-library.title,Media Library,,,,,,الوسائط,,,,,,,,,,,,Media Knjižnica,,,,,,,,媒体库,,,,Knihovna médií,,Mediabibliotheek,,,,,,,Galerie de médias,,,,,,Medien,,,,,,,,,,,,,,,,,,,,Galleria media,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mediebibliotek,,,,,Biblioteka mediów,Biblioteca multimédia,Biblioteca de mídias,,,,,Медиа библиотека,,,,,,,,,,,,,,Medijska knjižnica,,Biblioteca Multimedia,,,,,,,,,,,,,,Medya Kütüphanesi,,,,Медіа бібліотека,,,,,,,,,,,,
media-library.update,Update,,,,,,تعديل,,,,,,,,,,,,Ažuriraj,,,,,,,,更新,,,,Aktualizovat,,Bijwerken,,,,,,,Mettre à jour,,,,,,Aktualisieren:,,,,,,,,,,,,,,,,,,,,Aggiorna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zmień,Atualizar,Atualizar,,,,,Обновить,,,,,,,,,,,,,,Posodobi,,,,,,,,,,,,,,,,Güncelle,,,,Оновити,,,,,,,,,,,,
media-library.unused-filter-label,Show unused only,,,,,,اظهار غير المستخدمة فقط,,,,,,,,,,,,Pokaži nekorištene samo,,,,,,,,,,,,Ukázat jen nepoužité,,Toon enkel ongebruikte,,,,,,,Non utilisé seulement,,,,,,Nur ungenutzte anzeigen,,,,,,,,,,,,,,,,,,,,Mostra solo inutilizzati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mostrar apenas não utilizados,Mostrar apenas não utilizados,,,,,Показать только неиспользуемые,,,,,,,,,,,,,,Pokaži samo neuporabljeno,,,,,,,,,,,,,,,,Sadece Kullanılmayanları Göster,,,,Показати тільки невикористовувані,,,,,,,,,,,,
modal.create.button,Create,,,,,,انشاء,,,,,,,,,,,,Kreiraj,,,,,,,,创建,,,,Vytvořit,,Aanmaken,,,,,,,Créer,,,,,,Erstellen,,,,,,,,,,,,,,,,,,,,Crea,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opprett,,,,,Utwórz,Criar,Criar,,,,,Создать,,,,,,,,,,,,,,Ustvari,,Crear,,,,,,,,,,,,,,Ekle,,,,Створити,,,,,,,,,,,,
modal.create.create-another,Create and add another,,,,,,انشاء و اضافة جديد,,,,,,,,,,,,Kreiraj i dodaj drugi,,,,,,,,继续创建,,,,Vytvořit a přidat další,,Aanmaken en andere toevoegen,,,,,,,Créer et ajouter un(e) autre,,,,,,Erstellen und weiteren Eintrag hinzufügen,,,,,,,,,,,,,,,,,,,,Crea e aggiungi un altro,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opprett og lag ny,,,,,Utwórz i dodaj nowy,Gravar e criar outro,Gravar e criar outro,,,,,Создать и добавить другую,,,,,,,,,,,,,,Ustvari in dodaj še enega,,Crear y agregar otro,,,,,,,,,,,,,,Ekle Ve Yeni Oluştur,,,,Створити і додати інший,,,,,,,,,,,,
modal.create.title,Add new,,,,,,اضافة جديد,,,,,,,,,,,,Dodaj novi,,,,,,,,创建新内容,,,,Přidat nový,,Nieuw toevoegen,,,,,,,Ajouter,,,,,,Neu erstellen,,,,,,,,,,,,,,,,,,,,Aggiungi nuovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opprett ny,,,,,Dodaj nowy,Criar novo,Criar novo,,,,,Добавить новый,,,,,,,,,,,,,,Dodaj novo,,Agregar nuevo,,,,,,,,,,,,,,Yeni Ekle,,,,Додати новий,,,,,,,,,,,,
modal.permalink-field,Permalink,,,,,,الرابط الثابت,,,,,,,,,,,,Stalni link,,,,,,,,链接,,,,Trvalý odkaz,,Permalink,,,,,,,Permalien,,,,,,Permalink,,,,,,,,,,,,,,,,,,,,Permalink,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permalenke,,,,,Bezpośredni link,Link permanente,Link permanente,,,,,Постоянная ссылка,,,,,,,,,,,,,,Permalink,,Permalink,,,,,,,,,,,,,,Link,,,,Постійне посилання,,,,,,,,,,,,
modal.title-field,Title,,,,,,العنوان,,,,,,,,,,,,Naslov,,,,,,,,标题,,,,Nadpis,,Titel,,,,,,,Titre,,,,,,Titel,,,,,,,,,,,,,,,,,,,,Titolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tittel,,,,,Tytuł,Título,Título,,,,,Заголовок,,,,,,,,,,,,,,Naslov,,Título,,,,,,,,,,,,,,Başlık,,,,Заголовок,,,,,,,,,,,,
modal.update.button,Update,,,,,,تعديل,,,,,,,,,,,,Ažuriraj,,,,,,,,更新,,,,Aktualizovat,,Bijwerken,,,,,,,Mettre à jour,,,,,,Aktualisieren,,,,,,,,,,,,,,,,,,,,Aggiorna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zapisz,Atualizar,Atualizar,,,,,Обновить,,,,,,,,,,,,,,Posodobi,,,,,,,,,,,,,,,,Güncelle,,,,Оновити,,,,,,,,,,,,
modal.update.title,Update,,,,,,تعديل,,,,,,,,,,,,Ažuriraj,,,,,,,,更新,,,,Aktualizovat,,Bijwerken,,,,,,,Mettre à jour,,,,,,Aktualisieren,,,,,,,,,,,,,,,,,,,,Aggiorna,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oppdater,,,,,Edytuj element,Atualizar,Atualizar,,,,,Обновить,,,,,,,,,,,,,,Posodobi,,Actualizar,,,,,,,,,,,,,,Güncelle,,,,Оновити,,,,,,,,,,,,
modal.done.button,Done,,,,,,تم,,,,,,,,,,,,Gotovo,,,,,,,,,,,,Hotovo,,Klaar,,,,,,,Continuer,,,,,,Fertig,,,,,,,,,,,,,,,,,,,,Continua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finalizado,Finalizado,,,,,,,,,,,,,,,,,,,Končano,,,,,,,,,,,,,,,,Tamamlandı,,,,Готово,,,,,,,,,,,,
nav.admin,Admin,,,,,,المشرف,,,,,,,,,,,,Admin,,,,,,,,管理员,,,,Admin,,Admin,,,,,,,Admin,,,,,,Admin,,,,,,,,,,,,,,,,,,,,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,Administrator,,,,,Administracja,Administrador,Administrador,,,,,Администратор,,,,,,,,,,,,,,Admin,,Admin,,,,,,,,,,,,,,Yönetim Paneli,,,,Адміністратор,,,,,,,,,,,,
nav.cms-users,CMS Users,,,,,,مستخدمين CMS,,,,,,,,,,,,CMS korisnici,,,,,,,,用户,,,,Uživatelé,,CMS-gebruikers,,,,,,,Utilisateurs du CMS,,,,,,CMS Benutzer,,,,,,,,,,,,,,,,,,,,Utenti CMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMS Brukere,,,,,Użytkownicy panelu,Utilizadores do CMS,Usuários do CMS,,,,,Пользователи CMS,,,,,,,,,,,,,,Uporabniki CMS,,Usuarios,,,,,,,,,,,,,,Cms Kullanıcıları,,,,Користувачі CMS,,,,,,,,,,,,
nav.logout,Logout,,,,,,تسجيل الخروج,,,,,,,,,,,,Odjavi se,,,,,,,,注销,,,,Odhlásit se,,Uitloggen,,,,,,,Déconnexion,,,,,,Abmelden,,,,,,,,,,,,,,,,,,,,Esci,,,,,,,,,,,,,,,,,,,,,,,,,,,,Logg ut,,,,,Wyloguj się,Sair,Sair,,,,,Выйти,,,,,,,,,,,,,,Odjava,,Logout,,,,,,,,,,,,,,Çıkış Yap,,,,Вийти,,,,,,,,,,,,
nav.media-library,Media Library,,,,,,الوسائط,,,,,,,,,,,,Media Knjižnica,,,,,,,,媒体库,,,,Knihovna médií,,Mediabibliotheek,,,,,,,Galerie de médias,,,,,,Medien,,,,,,,,,,,,,,,,,,,,Galleria media,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mediebibliotek,,,,,Biblioteka mediów,Biblioteca multimédia,Biblioteca de mídias,,,,,Медиа библиотека,,,,,,,,,,,,,,Medijska knjižnica,,Biblioteca Multimedia,,,,,,,,,,,,,,Medya Kütüphanesi,,,,Медіа бібліотека,,,,,,,,,,,,
nav.settings,Settings,,,,,,الاعدادات,,,,,,,,,,,,Postavke,,,,,,,,设置,,,,Nastavení,,Instellingen,,,,,,,Paramètres,,,,,,Einstellungen,,,,,,,,,,,,,,,,,,,,Impostazioni,,,,,,,,,,,,,,,,,,,,,,,,,,,,Innstillinger,,,,,Ustawienia,Configurações,Configurações,,,,,Настройки,,,,,,,,,,,,,,Nastavitve,,Configuracion,,,,,,,,,,,,,,Genel Ayarlar,,,,Налаштування,,,,,,,,,,,,
nav.close-menu,Close menu,,,,,,اغلاق القائمة,,,,,,,,,,,,Zatvori menu,,,,,,,,,,,,Zavřít menu,,Menu sluiten,,,,,,,Fermer le menu,,,,,,Menü schließen,,,,,,,,,,,,,,,,,,,,Chiudi il menu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fechar menu,Fechar menu,,,,,Закрыть меню,,,,,,,,,,,,,,Zapri meni,,,,,,,,,,,,,,,,Menüyü Kapat,,,,Закрити меню,,,,,,,,,,,,
notifications.reset.action,Reset password,,,,,,اعادة تعيين كلمة المرور,,,,,,,,,,,,Resetuj šifru,,,,,,,,重置密码,,,,Obnovit heslo,,Wachtwoord opnieuw instellen,,,,,,,Réinitialisation du mot de passe,,,,,,Passwort zurücksetzen,,,,,,,,,,,,,,,,,,,,Reimposta la password,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zresetuj swoje hasło,Reinicializar palavra-passe,Reinicializar senha,,,,,Сброс пароля,,,,,,,,,,,,,,Ponastavi geslo,,,,,,,,,,,,,,,,Şifreyi Sıfırla,,,,Скинути пароль,,,,,,,,,,,,
